obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""549.621""","=""549.62005+""","=""3""","=""""",,"=""92307.3786""","=""110496.7122""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""550.071011""","=""550.07101+""","=""50""","=""""",,"=""91168.5150""","=""109342.9368""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L11281""",
"=""550.40053""","=""550.40055+""","=""15""","=""""",,"=""92307.3786""","=""110470.9189""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L11281""",
"=""550.43304""","=""550.43307+""","=""20""","=""""",,"=""91168.5150""","=""109330.9822""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""""","=""L11281""",
"=""551.66665""","=""551.66661+""","=""20""","=""1.54e+04""",C,"=""85191.6166""","=""103313.4726""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""T3952n,T3378""","=""L11281""",
"=""552.051024""","=""552.05102+""","=""40""","=""""",,"=""92294.4012""","=""110403.6385""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""4""",,"=""""","=""L11281""",
"=""552.117""","=""552.118+""","=""3""","=""""",,"=""92964.3943""","=""111071.45""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""552.863""","=""552.862+""","=""2-""","=""""",,"=""92964.3943""","=""111047.07""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""553.94""","=""553.940+""","=""1h""","=""""",,"=""93123.3409""","=""111170.83""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""554.210""","=""554.2131+""","=""1""","=""""",,"=""92964.3943""","=""111002.984""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L4004""",
"=""554.44""","=""554.445+""","=""1h""","=""""",,"=""93123.3409""","=""111154.40""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).11s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""555.926""","=""555.92828+""","=""2""","=""""",,"=""92307.3786""","=""110290.3165""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L4004""",
"=""556.222534""","=""556.22253+""","=""500""","=""1.10e+05""",B,"=""79971.7417""","=""97945.1664""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""T7199""","=""L11281""",
"=""557.028944""","=""557.02893+""","=""2000""","=""9.80e+05""",B+,"=""79971.7417""","=""97919.1468""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""557.313""","=""557.31162+""","=""2""","=""""",,"=""80916.7680""","=""98855.0698""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""0""",,"=""""","=""L7408""",
"=""557.56""","=""557.5683+""","=""10""","=""""",,"=""92307.3786""","=""110237.421""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""557.764""","=""557.765+""","=""3h""","=""""",,"=""93123.3409""","=""111047.07""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""558.038729""","=""558.03872+""","=""80""","=""6.0e+05""",C,"=""85846.7046""","=""103761.6336""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""0""",,"=""T3952n,T3408,T7199""","=""L11281""",
"=""559.141""","=""559.1400+""","=""2""","=""""",,"=""93123.3409""","=""111002.984""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""560.772""","=""560.77248+""","=""1""","=""""",,"=""92294.4012""","=""110121.9961""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""560.837""","=""560.8370+""","=""3""","=""""",,"=""79971.7417""","=""97797.287""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""4""",E2,"=""""","=""L7408""",
"=""561.18099""","=""561.18099+""","=""4""","=""""",,"=""92307.3786""","=""110121.9961""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L11281""",
"=""564.304""","=""564.3037+""","=""1""","=""""",,"=""79971.7417""","=""97687.779""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[3/2]*""","=""2""",E2,"=""""","=""L7408""",
"=""564.956177""","=""564.95617+""","=""100""","=""1.29e+05""",C+,"=""85191.6166""","=""102887.1936""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""0""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T3952n,T3378""","=""L11281""",
"=""566.267""","=""566.2649+""","=""3""","=""""",,"=""92964.3943""","=""110619.075""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""566.609""","=""566.6088+""","=""1""","=""""",,"=""92964.3943""","=""110608.359""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""567.24509""","=""567.24508+""","=""50""","=""1.5e+04""",C,"=""79971.7417""","=""97595.9153""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""569.654""","=""569.6522+""","=""3-""","=""""",,"=""92964.3943""","=""110514.095""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""569.695""","=""569.6934+""","=""1""","=""""",,"=""92964.3943""","=""110512.827""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""570.21704""","=""570.21703+""","=""10""","=""""",,"=""92964.3943""","=""110496.7122""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L11281""",
"=""570.75129""","=""570.75126+""","=""40""","=""2.59e+04""",D+,"=""85846.7046""","=""103362.6124""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""2""",,"=""T3952n,T9012""","=""L11281""",
"=""571.411""","=""571.4094+""","=""2""","=""""",,"=""93123.3409""","=""110619.075""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""571.761""","=""571.7596+""","=""3""","=""""",,"=""93123.3409""","=""110608.359""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""572.18771""","=""572.18771+""","=""10""","=""""",,"=""92307.3786""","=""109779.3140""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L11281""",
"=""572.356""","=""572.35699+""","=""15""","=""8.3e+03""",C,"=""85846.7046""","=""103313.4726""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[3/2]""","=""1""",,"=""T3952n,T3378""","=""L7408""",
"=""572.65878""","=""572.65879+""","=""20""","=""""",,"=""92294.4012""","=""109751.9639""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""573.086""","=""573.08481+""","=""4""","=""""",,"=""92307.3786""","=""109751.9639""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""574.902""","=""574.9007+""","=""5""","=""""",,"=""93123.3409""","=""110512.827""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""575.057""","=""575.0558+""","=""10""","=""""",,"=""93123.3409""","=""110508.136""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""3""",,"=""""","=""L7408""",
"=""575.433""","=""575.43392+""","=""1""","=""""",,"=""93123.3409""","=""110496.7122""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""575.504""","=""575.50477+""","=""2""","=""""",,"=""92964.3943""","=""110335.6269""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""0""",,"=""""","=""L7408""",
"=""576.28954""","=""576.28952+""","=""4""","=""""",,"=""93123.3409""","=""110470.9189""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[7/2]*""","=""3""",,"=""""","=""L11281""",
"=""577.556""","=""577.5573+""","=""2""","=""""",,"=""80916.7680""","=""98226.268""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).4d""","=""2[7/2]*""","=""3""",E2,"=""""","=""L7408""",
"=""578.38938""","=""578.38937+""","=""10""","=""2.94e+05""",D+,"=""92294.4012""","=""109578.9990""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""T3774n,T3599,u41""","=""L11281""",
"=""578.729""","=""578.72957+""","=""6""","=""3.1e+03""",D+,"=""85846.7046""","=""103121.1419""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[5/2]""","=""2""",,"=""T3952n,T3378,T9012""","=""L7408""",
"=""578.824""","=""578.82396+""","=""7""","=""2.07e+05""",D+,"=""92307.3786""","=""109578.9990""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""T3774n,T3599,u41""","=""L7408""",
"=""579.99""","=""580.0+""","=""""","=""""",,"=""97595.9153""","=""114833.""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L7261""",
"=""580.117""","=""580.11693+""","=""2""","=""""",,"=""92294.4012""","=""109527.5268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""580.554126""","=""580.55412+""","=""20""","=""9.0e+05""",D+,"=""92307.3786""","=""109527.5268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""T3774n,T3599,u41""","=""L11281""",
"=""580.69""","=""580.69+""","=""""","=""""",,"=""97919.1468""","=""115135.4""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L7261""",
"=""581.080""","=""581.08125+""","=""8""","=""1.75e+05""",D+,"=""91168.5150""","=""108373.0423""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T3600n,u41""","=""L7408""",
"=""581.57""","=""581.56+""","=""""","=""""",,"=""97945.1664""","=""115135.4""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).9s""","=""2[1/2]*""","=""1""",,"=""""","=""L7261""",
"=""582.01179""","=""582.01179+""","=""15""","=""""",,"=""92294.4012""","=""109471.4214""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L11281""",
"=""582.351""","=""582.35234+""","=""3""","=""""",,"=""93123.3409""","=""110290.3165""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""582.45185""","=""582.45184+""","=""40""","=""""",,"=""92307.3786""","=""109471.4214""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L11281""",
"=""582.707""","=""582.70903+""","=""20""","=""7.8e+05""",C,"=""91168.5150""","=""108324.9822""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T3600n,u41""","=""L7408""",
"=""583.285661""","=""583.28566+""","=""100""","=""""",,"=""92294.4012""","=""109433.9079""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""4""",,"=""""","=""L11281""",
"=""583.47""","=""583.5+""","=""""","=""""",,"=""97595.9153""","=""114729.""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7261""",
"=""584.154""","=""584.1523+""","=""1""","=""""",,"=""93123.3409""","=""110237.421""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""3""",,"=""""","=""L3990""",
"=""584.966""","=""584.96713+""","=""2""","=""""",,"=""91168.5150""","=""108258.7553""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""585.28750""","=""585.28748+""","=""5""","=""""",,"=""92294.4012""","=""109375.2875""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""585.52""","=""585.5+""","=""""","=""""",,"=""97945.1664""","=""115019.""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L7261""",
"=""585.732""","=""585.73250+""","=""1""","=""""",,"=""92307.3786""","=""109375.2875""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""586.675017""","=""586.67501+""","=""50""","=""1.97e+05""",C+,"=""85846.7046""","=""102887.1936""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).6p""","=""2[1/2]""","=""1""",,"=""T3952n,T3378""","=""L11281""",
"=""587.091599""","=""587.09157+""","=""3000""","=""7.1e+05""",C,"=""80916.7680""","=""97945.1664""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",,"=""T7199""","=""L11281""",
"=""587.990035""","=""587.99003+""","=""50""","=""5.5e+04""",C+,"=""80916.7680""","=""97919.1468""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""588.118""","=""588.11883+""","=""2""","=""""",,"=""93123.3409""","=""110121.9961""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""588.76868""","=""588.76869+""","=""3""","=""""",,"=""93123.3409""","=""110103.2339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).5d""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""590.40""","=""590.4+""","=""""","=""""",,"=""97945.1664""","=""114878.""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""3""",,"=""""","=""L7261""",
"=""591.97""","=""592.0+""","=""""","=""""",,"=""97945.1664""","=""114833.""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L7261""",
"=""594.213""","=""594.21474+""","=""2""","=""""",,"=""91168.5150""","=""107992.7867""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""594.545239""","=""594.54523+""","=""5""","=""""",,"=""92964.3943""","=""109779.3140""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L11281""",
"=""595.514""","=""595.51386+""","=""2""","=""""",,"=""92964.3943""","=""109751.9639""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L7408""",
"=""595.68""","=""595.6+""","=""""","=""""",,"=""97945.1664""","=""114729.""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7261""",
"=""597.764573""","=""597.76457+""","=""4""","=""""",,"=""92964.3943""","=""109688.7558""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""1""",,"=""""","=""L11281""",
"=""599.385020""","=""599.38502+""","=""60""","=""5.0e+04""",B+,"=""80916.7680""","=""97595.9153""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""T7199""","=""L11281""",
"=""600.219""","=""600.21898+""","=""3""","=""""",,"=""93123.3409""","=""109779.3140""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""601.20624""","=""601.20620+""","=""50*""","=""""",,"=""93123.3409""","=""109751.9639""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).9s""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""601.21555""","=""601.21557+""","=""50*""","=""2.39e+06""",D+,"=""91168.5150""","=""107796.8790""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",,"=""T3774n,T3599,u41""","=""L11281""",
"=""603.583389""","=""603.58339+""","=""15""","=""""",,"=""92964.3943""","=""109527.5268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L11281""",
"=""604.935""","=""604.9318+""","=""3""","=""""",,"=""94092.8626""","=""110619.075""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).10s""","=""2[3/2]*""","=""1""",,"=""""","=""L4004""",
"=""605.612628""","=""605.61265+""","=""60""","=""6.5e+06""",D+,"=""91168.5150""","=""107676.1489""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""1""",,"=""T3774n,T3384,T7227,u41""","=""L11281""",
"=""607.525510""","=""607.52552+""","=""20""","=""1.73e+06""",D+,"=""93123.3409""","=""109578.9990""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""3""",,"=""T3774n,T3599,u41""","=""L11281""",
"=""608.286117""","=""608.28613+""","=""40""","=""7.1e+06""",D+,"=""91168.5150""","=""107603.5969""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[1/2]*""","=""0""",,"=""T3774n,T3599,u41""","=""L11281""",
"=""608.800""","=""608.7992+""","=""2""","=""""",,"=""94092.8626""","=""110514.095""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
"=""609.18275""","=""609.18271+""","=""6""","=""""",,"=""92964.3943""","=""109375.2875""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""609.431""","=""609.43180+""","=""2""","=""""",,"=""93123.3409""","=""109527.5268""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[5/2]*""","=""2""",,"=""""","=""L7408""",
"=""610.386""","=""610.38597+""","=""1""","=""""",,"=""92964.3943""","=""109342.9368""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""610.83186""","=""610.83182+""","=""3""","=""""",,"=""92964.3943""","=""109330.9822""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""0""",,"=""""","=""L11281""",
"=""611.523""","=""611.52334+""","=""3""","=""""",,"=""93123.3409""","=""109471.4214""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[7/2]*""","=""3""",,"=""""","=""L7408""",
"=""615.140667""","=""615.14067+""","=""20""","=""""",,"=""93123.3409""","=""109375.2875""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[3/2]*""","=""2""",,"=""""","=""L11281""",
"=""616.36760""","=""616.36760+""","=""7""","=""""",,"=""93123.3409""","=""109342.9368""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).7d""","=""2[1/2]*""","=""1""",,"=""""","=""L11281""",
"=""617.208""","=""617.21019+""","=""2""","=""""",,"=""94092.8626""","=""110290.3165""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).8d""","=""2[1/2]*""","=""1""",,"=""""","=""L7408""",
"=""622.273337""","=""622.27334+""","=""20""","=""1.59e+06""",D+,"=""92307.3786""","=""108373.0423""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""1""",,"=""T3600n,u41""","=""L11281""",
"=""623.635161""","=""623.63519+""","=""30""","=""1.49e+06""",C,"=""92294.4012""","=""108324.9822""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T3600n,u41""","=""L11281""",
"=""624.140471""","=""624.14046+""","=""10""","=""2.99e+05""",D+,"=""92307.3786""","=""108324.9822""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).8s""","=""2[3/2]*""","=""2""",,"=""T3600n,u41""","=""L11281""",
"=""626.733""","=""626.73179+""","=""2""","=""""",,"=""92307.3786""","=""108258.7553""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""1""",,"=""""","=""L7408""",
